"State","County","Murder.and.nonnegligent.manslaughter","Forcible.rape","Robbery","Aggravated.assault","Burglary","Larceny.theft","Motor.vehicle.theft","Arson","Year"
"Minnesota","Wabasha",0,0,0,0,2,25,0,0,2004
"Minnesota","Washington",0,9,6,44,224,1110,73,7,2004
"Minnesota","Wright",2,10,7,47,222,1651,161,9,2004
"Minnesota","Beltrami",0,14,3,55,181,317,76,22,2004
"Minnesota","Cass",0,58,11,53,277,768,95,4,2004
"Minnesota","Crow Wing",1,10,0,18,226,406,64,4,2004
"Minnesota","Itasca",0,3,1,25,159,299,45,2,2004
"Minnesota","Otter Tail",0,15,0,27,172,324,38,5,2004
"Minnesota","Pine",1,16,3,21,371,752,93,4,2004
"Mississippi","Desoto",1,7,20,14,203,339,136,5,2004
"Mississippi","George",2,2,0,98,81,121,47,1,2004
"Mississippi","Hinds",3,18,15,21,254,364,136,2,2004
"Mississippi","Jackson",3,23,20,80,543,1319,252,0,2004
"Mississippi","Lamar",0,21,2,14,231,397,52,2,2004
"Mississippi","Madison",6,9,13,59,105,306,52,6,2004
"Mississippi","Rankin",1,4,8,36,329,431,40,5,2004
"Mississippi","Stone",1,5,4,38,41,99,17,5,2004
"Mississippi","Tate",0,1,2,15,106,103,43,1,2004
"Mississippi","Lauderdale",0,9,8,12,296,248,31,2,2004
"Mississippi","Lee",2,9,5,43,111,493,53,12,2004
"Mississippi","Lowndes",2,16,9,61,142,376,37,4,2004
"Mississippi","Panola",0,2,11,51,249,205,29,4,2004
"Mississippi","Pearl River",3,11,2,6,311,395,65,5,2004
"Missouri","Andrew",0,0,0,0,47,79,17,0,2004
"Missouri","Boone",0,7,11,42,166,516,46,2,2004
"Missouri","Buchanan",4,3,0,5,80,207,21,6,2004
"Missouri","Callaway",0,4,2,11,115,329,25,5,2004
"Missouri","Cass",0,11,2,48,154,272,51,0,2004
"Missouri","Christian",0,3,1,36,144,270,70,3,2004
"Missouri","Clay",0,2,3,51,62,99,14,10,2004
"Missouri","Clinton",0,4,0,57,39,51,13,5,2004
"Missouri","Cole",0,7,3,22,112,310,26,0,2004
"Missouri","Dallas",3,0,0,12,48,59,14,1,2004
"Missouri","Franklin",2,1,3,56,196,740,70,NA,2004
"Missouri","Greene",1,1,5,14,303,862,88,0,2004
"Missouri","Howard",0,4,0,8,37,11,1,0,2004
"Missouri","Jasper",0,2,3,NA,163,390,84,1,2004
"Missouri","Jefferson",1,41,6,367,352,2172,292,4,2004
"Missouri","Lafayette",1,3,1,38,92,84,13,0,2004
"Missouri","Lincoln",1,1,1,62,78,177,29,1,2004
"Missouri","McDonald",1,4,2,46,105,164,39,5,2004
"Missouri","Moniteau",0,0,0,12,20,45,8,1,2004
"Missouri","Newton",1,5,2,86,242,672,118,8,2004
"Missouri","Osage",0,0,0,12,50,51,11,0,2004
"Missouri","Platte",0,1,1,25,71,313,31,2,2004
"Missouri","Polk",0,1,0,32,110,172,33,1,2004
"Missouri","Ray",0,1,0,12,57,138,35,1,2004
"Missouri","St Charles",0,11,13,194,303,1112,84,11,2004
"Missouri","St Louis ",14,57,224,686,1513,7038,1073,60,2004
"Missouri","Warren",1,1,4,62,53,110,21,2,2004
"Missouri","Webster",0,1,1,67,119,198,22,1,2004
"Missouri","Camden",3,1,2,24,215,380,34,4,2004
"Missouri","Johnson",0,5,1,38,105,190,39,0,2004
"Missouri","Pulaski",1,5,4,71,100,61,10,0,2004
"Missouri","Taney",3,9,1,146,128,388,25,2,2004
"Montana","Carbon",1,0,0,1,0,27,2,0,2004
"Montana","Cascade",0,4,0,21,NA,362,26,3,2004
"Montana","Yellowstone",0,13,1,68,101,582,49,9,2004
"Montana","Gallatin",3,16,0,34,92,391,45,3,2004
"Montana","Lewis and Clark",0,8,2,54,75,291,25,9,2004
"Montana","Ravalli",0,5,1,42,22,85,6,2,2004
"Montana","Silver Bow",2,7,10,64,201,1204,123,5,2004
"Nebraska","Dakota",0,0,0,1,15,27,5,1,2004
"Nebraska","Dixon",0,2,0,2,17,35,3,0,2004
"Nebraska","Douglas",0,9,10,158,299,857,121,2,2004
"Nebraska","Lancaster",1,9,3,9,129,382,25,4,2004
"Nebraska","Sarpy",4,12,4,40,138,562,80,10,2004
"Nebraska","Saunders",0,0,0,4,40,54,10,1,2004
"Nebraska","Seward",0,2,0,1,11,51,0,0,2004
"Nevada","Carson City",1,0,24,268,374,1076,214,15,2004
"Nevada","Storey",1,0,1,3,22,36,2,1,2004
"Nevada","Washoe",1,2,11,148,463,776,189,5,2004
"Nevada","Douglas",0,0,12,59,238,878,101,12,2004
"Nevada","Lyon",0,7,7,81,262,496,86,5,2004
"Nevada","Nye",0,2,4,96,465,647,108,3,2004
"New Jersey","Essex ",1,10,36,22,9,69,14,0,2004
"New Mexico","Bernalillo",12,41,112,667,748,1500,445,57,2004
"New Mexico","Sandoval",0,3,0,67,51,51,16,0,2004
"New Mexico","San Juan",1,57,6,145,222,839,79,5,2004
"New Mexico","Santa Fe",5,35,6,410,401,359,215,9,2004
"New Mexico","Torrance",0,3,1,9,34,7,7,0,2004
"New Mexico","Valencia",8,24,13,136,436,375,249,15,2004
"New Mexico","McKinley",3,10,6,61,124,188,35,8,2004
"New York","Albany",0,2,9,18,31,73,2,NA,2004
"New York","Broome",0,14,2,35,177,901,56,NA,2004
"New York","Chemung",1,9,3,31,50,294,18,NA,2004
"New York","Dutchess",0,2,4,45,154,601,48,NA,2004
"New York","Erie",1,7,9,122,193,770,11,NA,2004
"New York","Herkimer",0,0,0,0,0,21,0,NA,2004
"New York","Livingston",2,1,4,18,113,602,16,NA,2004
"New York","Madison",0,5,2,9,98,142,8,NA,2004
"New York","Monroe",4,15,47,174,809,4125,301,8,2004
"New York","Nassau",10,77,724,949,2255,11814,1694,115,2004
"New York","Niagara",1,11,19,84,337,1056,92,NA,2004
"New York","Oneida",0,26,4,70,152,457,43,NA,2004
"New York","Onondaga",2,25,35,102,372,1479,54,26,2004
"New York","Ontario",3,3,4,24,261,729,57,NA,2004
"New York","Orange",0,1,0,6,2,4,0,NA,2004
"New York","Orleans",0,0,0,1,51,137,19,NA,2004
"New York","Oswego",0,1,3,4,100,190,21,NA,2004
"New York","Putnam",0,16,3,28,98,338,15,NA,2004
"New York","Rensselaer",1,0,1,36,77,151,7,NA,2004
"New York","Rockland",0,0,0,4,0,43,0,NA,2004
"New York","Saratoga",1,5,8,26,178,744,41,10,2004
"New York","Schenectady",0,2,2,16,3,10,1,NA,2004
"New York","Schoharie",0,0,0,4,29,74,1,NA,2004
"New York","Suffolk ",28,109,845,1544,3537,18325,2559,351,2004
"New York","Tioga",0,1,1,7,77,126,17,NA,2004
"New York","Tompkins",1,8,1,3,93,363,9,NA,2004
"New York","Ulster",0,1,2,25,51,198,11,NA,2004
"New York","Washington",0,0,0,10,45,136,1,NA,2004
"New York","Wayne",1,11,3,43,157,423,29,NA,2004
"New York","Westchester ",1,6,7,66,26,279,18,NA,2004
"New York","Allegany",0,0,0,1,1,1,0,NA,2004
"New York","Cattaraugus",0,5,2,26,129,245,29,NA,2004
"New York","Cayuga",0,1,1,22,89,189,10,NA,2004
"New York","Chautauqua",0,9,8,34,251,823,24,NA,2004
"New York","Chenango",0,7,5,54,98,314,9,NA,2004
"New York","Clinton",0,0,0,0,0,2,0,NA,2004
"New York","Columbia",1,1,3,9,61,253,16,NA,2004
"New York","Cortland",0,5,1,10,57,270,8,NA,2004
"New York","Delaware",0,3,0,15,50,57,3,NA,2004
"New York","Franklin",0,0,0,0,0,0,0,NA,2004
"New York","Fulton",0,0,1,17,63,295,19,NA,2004
"New York","Genesee",0,10,4,29,150,568,25,NA,2004
"New York","Greene",0,0,0,7,15,27,2,NA,2004
"New York","Jefferson",0,7,3,37,102,401,16,NA,2004
"New York","Otsego",1,3,0,16,58,87,2,NA,2004
"New York","Steuben",2,0,1,3,77,219,11,NA,2004
"New York","St Lawrence",0,4,4,7,88,243,25,NA,2004
"New York","Sullivan",1,11,3,29,165,438,14,NA,2004
"New York","Wyoming",0,3,1,24,56,180,14,NA,2004
"North Carolina","Alamance",1,6,13,75,447,625,86,5,2004
"North Carolina","Alexander",0,6,5,28,263,323,41,5,2004
"North Carolina","Anson",3,2,10,35,233,227,42,2,2004
"North Carolina","Brunswick",3,23,23,79,921,924,195,3,2004
"North Carolina","Burke",0,11,16,60,506,685,77,1,2004
"North Carolina","Cabarrus",2,6,11,19,437,544,35,4,2004
"North Carolina","Caldwell",3,6,2,67,436,674,68,11,2004
"North Carolina","Catawba",2,19,17,75,629,908,88,12,2004
"North Carolina","Chatham",4,7,14,60,375,485,66,4,2004
"North Carolina","Cumberland",13,27,137,573,2288,3587,289,67,2004
"North Carolina","Currituck",0,6,2,38,209,393,28,2,2004
"North Carolina","Davie",1,4,10,51,212,350,54,5,2004
"North Carolina","Durham",3,0,19,57,257,622,69,0,2004
"North Carolina","Edgecombe",4,1,11,28,291,334,65,8,2004
"North Carolina","Franklin",5,0,18,37,417,384,70,7,2004
"North Carolina","Gaston ",1,26,32,159,764,984,195,28,2004
"North Carolina","Greene",4,8,11,50,144,378,45,2,2004
"North Carolina","Guilford",3,16,51,134,747,1264,168,18,2004
"North Carolina","Haywood",1,26,8,63,346,474,77,7,2004
"North Carolina","Henderson",0,30,12,26,496,837,104,6,2004
"North Carolina","Hoke",8,11,23,80,745,463,81,22,2004
"North Carolina","Johnston",4,17,30,100,725,1386,231,7,2004
"North Carolina","Madison",1,0,0,7,48,66,14,4,2004
"North Carolina","Nash",2,2,12,34,291,442,85,16,2004
"North Carolina","New Hanover",1,33,37,146,824,1749,149,15,2004
"North Carolina","Orange",2,3,17,11,401,489,54,0,2004
"North Carolina","Pender",2,5,11,28,228,364,81,3,2004
"North Carolina","Person",0,7,4,53,236,304,6,1,2004
"North Carolina","Pitt",1,17,43,208,520,972,87,19,2004
"North Carolina","Randolph",1,5,9,78,656,1598,162,5,2004
"North Carolina","Rockingham",3,4,30,77,452,924,68,3,2004
"North Carolina","Stokes",2,7,2,93,344,528,87,6,2004
"North Carolina","Wake",3,13,41,100,908,1255,221,11,2004
"North Carolina","Wayne",7,3,29,121,829,1106,150,4,2004
"North Carolina","Beaufort",1,7,14,67,274,494,40,8,2004
"North Carolina","Bladen",2,4,24,224,336,503,51,12,2004
"North Carolina","Carteret",2,5,3,18,199,305,49,0,2004
"North Carolina","Columbus",4,6,23,237,780,795,141,2,2004
"North Carolina","Craven",0,5,12,91,450,905,76,2,2004
"North Carolina","Davidson",4,0,27,84,48,1466,216,10,2004
"North Carolina","Duplin",1,1,12,94,474,388,66,5,2004
"North Carolina","Granville",1,4,10,45,355,344,46,4,2004
"North Carolina","Halifax",4,5,28,67,431,475,116,8,2004
"North Carolina","Harnett",7,9,23,197,1033,1192,218,36,2004
"North Carolina","Iredell",5,18,19,145,729,1027,177,19,2004
"North Carolina","Jackson",0,12,4,47,259,371,61,3,2004
"North Carolina","Lee",1,3,8,14,207,176,45,16,2004
"North Carolina","Lenoir",2,2,7,79,424,529,42,4,2004
"North Carolina","Macon",2,2,1,20,195,243,24,3,2004
"North Carolina","McDowell",2,3,15,18,251,292,53,5,2004
"North Carolina","Moore",4,6,13,61,439,394,81,18,2004
"North Carolina","Richmond",2,8,32,54,467,628,50,13,2004
"North Carolina","Robeson",16,31,126,330,1767,1210,342,17,2004
"North Carolina","Rowan",1,11,16,95,466,848,133,13,2004
"North Carolina","Rutherford",2,15,22,105,465,630,137,20,2004
"North Carolina","Stanly",0,18,3,25,205,233,20,3,2004
"North Carolina","Surry",3,4,11,140,517,684,141,18,2004
"North Carolina","Vance",1,2,18,37,753,597,58,3,2004
"North Carolina","Watauga",1,2,2,22,239,296,33,2,2004
"North Dakota","Burleigh",0,7,1,5,56,87,15,0,2004
"North Dakota","Cass",0,3,1,13,48,95,16,3,2004
"North Dakota","Grand Forks",0,6,0,6,22,67,10,1,2004
"North Dakota","Morton",0,4,0,1,27,53,5,0,2004
"Ohio","Allen",1,11,20,20,234,1094,44,1,2004
"Ohio","Belmont",1,5,5,11,126,250,36,5,2004
"Ohio","Brown",0,9,8,9,212,360,44,11,2004
"Ohio","Butler",2,14,13,20,370,807,55,17,2004
"Ohio","Carroll",0,11,2,6,86,136,21,1,2004
"Ohio","Clark",1,23,28,35,601,1367,165,11,2004
"Ohio","Clermont",0,48,6,19,422,1059,95,20,2004
"Ohio","Delaware",0,10,14,11,380,722,65,16,2004
"Ohio","Erie",1,5,4,15,139,307,26,7,2004
"Ohio","Fairfield",1,14,5,11,369,800,74,9,2004
"Ohio","Franklin",18,58,149,95,816,3203,633,22,2004
"Ohio","Geauga",0,3,3,0,82,177,16,1,2004
"Ohio","Greene",0,13,1,4,152,324,25,0,2004
"Ohio","Hamilton",8,64,145,77,1028,5846,371,60,2004
"Ohio","Jefferson",3,4,12,45,77,214,44,0,2004
"Ohio","Lake",1,5,10,11,127,490,47,1,2004
"Ohio","Lawrence",0,0,0,16,12,76,14,2,2004
"Ohio","Licking",0,4,6,17,204,410,78,3,2004
"Ohio","Lorain",0,20,23,19,576,508,38,25,2004
"Ohio","Pickaway",0,6,5,22,402,433,33,5,2004
"Ohio","Preble",0,10,5,10,145,240,28,0,2004
"Ohio","Richland",2,10,21,17,367,782,59,4,2004
"Ohio","Stark",0,46,58,49,782,2067,221,19,2004
"Ohio","Summit",0,21,13,38,283,948,98,5,2004
"Ohio","Trumbull",0,3,3,17,153,317,52,4,2004
"Ohio","Union",0,3,1,7,102,261,18,3,2004
"Ohio","Washington",2,22,5,15,156,340,29,8,2004
"Ohio","Wood",1,4,0,5,182,414,43,2,2004
"Ohio","Ashland",0,4,3,6,99,167,14,2,2004
"Ohio","Athens",0,4,1,11,23,40,0,0,2004
"Ohio","Auglaize",0,0,0,0,17,58,2,1,2004
"Ohio","Champaign",1,2,2,10,113,276,22,4,2004
"Ohio","Clinton",0,3,1,13,41,115,8,1,2004
"Ohio","Columbiana",0,11,4,0,114,155,28,1,2004
"Ohio","Coshocton",0,0,0,0,93,450,22,0,2004
"Ohio","Darke",0,6,0,10,128,214,21,2,2004
"Ohio","Gallia",3,10,13,14,335,506,62,8,2004
"Ohio","Highland",0,0,0,22,158,139,22,2,2004
"Ohio","Huron",0,0,3,14,160,181,34,0,2004
"Ohio","Logan",1,3,2,5,101,120,22,0,2004
"Ohio","Marion",1,1,10,7,168,627,38,6,2004
"Ohio","Perry",0,3,1,4,106,145,28,1,2004
"Ohio","Putnam",0,2,0,6,63,121,5,1,2004
"Ohio","Ross",2,17,19,20,483,1106,99,6,2004
"Ohio","Scioto",1,9,21,32,985,1334,162,0,2004
"Ohio","Tuscarawas",0,3,3,8,115,210,45,4,2004
"Ohio","Wayne",0,8,3,15,252,294,20,7,2004
"Ohio","Williams",0,10,1,4,71,215,9,5,2004
"Oklahoma","Canadian",0,2,0,12,42,62,20,2,2004
"Oklahoma","Cleveland",1,9,0,49,152,171,30,9,2004
"Oklahoma","Comanche",2,3,1,70,95,196,20,1,2004
"Oklahoma","Creek",0,5,0,56,284,326,105,17,2004
"Oklahoma","Grady",0,0,2,30,169,146,25,4,2004
"Oklahoma","Le Flore",0,1,1,24,43,57,8,2,2004
"Oklahoma","Lincoln",0,6,2,32,67,102,33,3,2004
"Oklahoma","Logan",2,3,1,25,143,119,14,2,2004
"Oklahoma","McClain",0,3,2,23,54,93,21,2,2004
"Oklahoma","Oklahoma",0,0,1,61,77,109,40,2,2004
"Oklahoma","Okmulgee",1,4,1,15,118,106,28,4,2004
"Oklahoma","Osage",1,2,4,20,136,168,30,1,2004
"Oklahoma","Pawnee",2,5,0,61,89,152,21,10,2004
"Oklahoma","Rogers",1,1,1,4,142,174,40,0,2004
"Oklahoma","Sequoyah",0,7,2,104,120,226,49,4,2004
"Oklahoma","Tulsa",6,13,25,183,349,958,154,13,2004
"Oklahoma","Wagoner",2,5,2,28,112,184,58,3,2004
"Oklahoma","Cherokee",0,8,2,86,83,104,28,0,2004
"Oklahoma","Delaware",1,12,1,118,169,166,49,8,2004
"Oklahoma","Mayes",4,1,2,30,142,144,26,5,2004
"Oklahoma","Pottawatomie",0,9,4,47,209,336,60,9,2004
"Oregon","Benton",0,2,1,25,115,202,26,4,2004
"Oregon","Clackamas",3,56,99,93,1405,5455,955,23,2004
"Oregon","Deschutes",0,11,10,45,350,872,108,7,2004
"Oregon","Jackson",2,15,16,211,421,1046,136,16,2004
"Oregon","Lane",1,22,13,122,765,762,244,15,2004
"Oregon","Marion",0,15,36,62,684,2209,488,1,2004
"Oregon","Multnomah",1,6,10,50,161,754,113,8,2004
"Oregon","Polk",0,3,2,23,90,174,24,3,2004
"Oregon","Washington",2,44,46,90,807,3248,480,16,2004
"Oregon","Yamhill",0,13,6,28,197,458,88,5,2004
"Oregon","Coos",0,2,4,13,177,353,42,6,2004
"Oregon","Douglas",1,8,6,16,326,805,135,12,2004
"Oregon","Josephine",3,5,10,36,295,673,157,3,2004
"Oregon","Klamath",2,13,12,95,316,660,94,9,2004
"Oregon","Linn",2,2,10,8,544,930,158,10,2004
"Pennsylvania","Allegheny",0,26,43,54,195,358,16,58,2004
"Pennsylvania","Beaver",0,0,0,9,0,10,0,3,2004
"Pennsylvania","Centre",0,0,0,1,0,1,0,0,2004
"Pennsylvania","Cumberland",0,0,0,1,0,0,0,0,2004
"Pennsylvania","Lancaster",0,0,0,3,0,0,0,0,2004
"Pennsylvania","York",0,0,0,4,0,0,0,0,2004
"South Carolina","Aiken",3,49,43,241,808,1524,317,8,2004
"South Carolina","Anderson",13,34,121,780,1554,3644,541,23,2004
"South Carolina","Berkeley",2,41,60,432,874,1673,301,11,2004
"South Carolina","Calhoun",2,5,4,31,53,117,32,4,2004
"South Carolina","Charleston",4,38,85,849,745,1868,391,9,2004
"South Carolina","Darlington",5,16,54,585,812,1119,207,19,2004
"South Carolina","Dorchester",4,27,46,265,461,1074,153,10,2004
"South Carolina","Edgefield",0,3,3,28,81,224,23,1,2004
"South Carolina","Fairfield",1,10,17,201,205,390,51,2,2004
"South Carolina","Florence",3,33,104,463,1138,2200,249,4,2004
"South Carolina","Greenville",23,130,361,1632,2988,6596,1055,61,2004
"South Carolina","Horry",8,72,170,861,1607,4907,753,23,2004
"South Carolina","Kershaw",4,13,9,161,283,673,89,6,2004
"South Carolina","Laurens",2,16,28,301,444,899,171,23,2004
"South Carolina","Lexington",6,47,123,383,1118,3011,489,2,2004
"South Carolina","Pickens",0,29,11,179,456,1001,174,4,2004
"South Carolina","Richland",19,97,293,1404,1822,6543,847,33,2004
"South Carolina","Saluda",1,0,1,126,31,67,4,2,2004
"South Carolina","Spartanburg",10,69,152,722,1625,4687,698,5,2004
"South Carolina","Sumter",8,15,75,432,982,1391,257,32,2004
"South Carolina","York",3,31,36,537,693,2088,249,17,2004
"South Carolina","Beaufort",3,40,102,611,1337,2838,346,29,2004
"South Carolina","Cherokee",2,19,28,144,391,1270,99,7,2004
"South Carolina","Chesterfield",1,9,7,117,257,472,74,12,2004
"South Carolina","Colleton",1,12,20,244,250,573,100,19,2004
"South Carolina","Georgetown",0,13,25,174,322,890,106,8,2004
"South Carolina","Greenwood",2,16,5,220,256,1056,70,11,2004
"South Carolina","Lancaster",3,24,31,164,582,1098,106,11,2004
"South Carolina","Oconee",3,26,14,204,488,862,109,16,2004
"South Carolina","Orangeburg",17,32,64,477,1103,1813,383,3,2004
"South Carolina","Williamsburg",4,15,15,148,308,405,95,4,2004
"South Dakota","Lincoln",0,0,0,1,65,44,11,1,2004
"South Dakota","McCook",0,0,0,6,0,20,3,0,2004
"South Dakota","Meade",0,7,0,14,59,120,19,2,2004
"South Dakota","Minnehaha",0,8,2,32,161,136,40,1,2004
"South Dakota","Pennington",1,29,2,26,149,317,22,1,2004
"South Dakota","Turner",0,2,1,0,29,18,3,0,2004
"South Dakota","Union",0,0,0,1,4,6,4,0,2004
"Tennessee","Anderson",1,6,7,61,262,501,80,10,2004
"Tennessee","Blount",3,34,9,263,597,927,174,14,2004
"Tennessee","Bradley",1,11,5,264,388,638,105,5,2004
"Tennessee","Cannon",0,0,0,16,49,50,12,2,2004
"Tennessee","Carter",1,3,3,65,288,465,62,21,2004
"Tennessee","Cheatham",2,2,4,58,118,309,85,3,2004
"Tennessee","Chester",0,3,1,24,42,73,6,2,2004
"Tennessee","Dickson",0,45,7,105,211,364,46,7,2004
"Tennessee","Fayette",0,5,11,90,176,270,70,6,2004
"Tennessee","Grainger",0,1,1,28,78,243,24,0,2004
"Tennessee","Hamblen",2,2,13,105,184,358,78,7,2004
"Tennessee","Hamilton",2,14,10,257,495,1148,129,6,2004
"Tennessee","Hartsville Trousdale",0,6,1,16,46,61,6,1,2004
"Tennessee","Hawkins",1,5,2,68,341,506,89,4,2004
"Tennessee","Hickman",2,7,6,60,155,216,47,2,2004
"Tennessee","Jefferson",0,8,5,71,234,426,85,6,2004
"Tennessee","Knox",4,29,84,465,1518,3669,450,57,2004
"Tennessee","Loudon",3,4,4,56,144,348,45,1,2004
"Tennessee","Macon",0,5,1,79,55,173,27,9,2004
"Tennessee","Madison",1,17,12,124,258,580,106,9,2004
"Tennessee","Marion",0,4,0,45,106,174,79,1,2004
"Tennessee","Montgomery",0,10,5,91,193,423,45,5,2004
"Tennessee","Polk",0,2,3,28,69,114,22,1,2004
"Tennessee","Robertson",1,3,4,111,117,286,31,2,2004
"Tennessee","Rutherford",1,19,5,183,334,642,107,3,2004
"Tennessee","Sequatchie",0,2,1,31,34,32,16,2,2004
"Tennessee","Shelby",3,28,64,278,1124,1790,274,16,2004
"Tennessee","Smith",1,4,0,25,28,63,13,2,2004
"Tennessee","Stewart",0,3,0,45,100,119,24,2,2004
"Tennessee","Sullivan",4,26,20,347,610,1141,162,23,2004
"Tennessee","Sumner",1,19,5,89,171,423,57,7,2004
"Tennessee","Tipton",1,14,13,144,264,432,107,2,2004
"Tennessee","Unicoi",0,0,0,13,36,159,14,1,2004
"Tennessee","Union",0,1,2,35,134,203,34,11,2004
"Tennessee","Washington",0,8,9,149,400,618,74,3,2004
"Tennessee","Williamson",1,4,2,76,109,395,41,4,2004
"Tennessee","Wilson",0,7,12,175,399,469,65,4,2004
"Tennessee","Campbell",0,4,4,192,229,323,76,3,2004
"Tennessee","Claiborne",1,4,2,91,182,311,47,14,2004
"Tennessee","Cocke",5,1,8,87,318,242,122,8,2004
"Tennessee","Cumberland",0,0,3,54,273,476,112,13,2004
"Tennessee","Greene",1,5,12,190,525,569,136,26,2004
"Tennessee","Lawrence",0,13,1,126,275,280,53,3,2004
"Tennessee","Maury",2,15,5,82,188,623,66,9,2004
"Tennessee","McMinn",3,4,3,117,268,393,72,1,2004
"Tennessee","Monroe",6,11,0,180,227,472,75,20,2004
"Tennessee","Putnam",3,3,7,42,86,406,48,3,2004
"Tennessee","Roane",2,7,2,75,296,462,103,16,2004
"Tennessee","Sevier",1,12,4,83,463,830,93,0,2004
"Tennessee","Warren",0,2,1,49,95,221,54,2,2004
"Texas","Aransas",3,3,7,85,208,488,21,1,2004
"Texas","Archer",0,2,0,5,38,32,11,4,2004
"Texas","Armstrong",0,0,0,4,8,20,2,1,2004
"Texas","Atascosa",4,0,2,13,177,180,25,2,2004
"Texas","Austin",0,5,0,38,79,107,18,0,2004
"Texas","Bandera",0,5,1,28,110,275,22,4,2004
"Texas","Bastrop",1,2,4,155,537,421,88,4,2004
"Texas","Bell",10,29,6,38,273,520,58,3,2004
"Texas","Bexar",8,51,75,366,1616,3724,284,105,2004
"Texas","Bowie",3,9,4,100,172,369,56,6,2004
"Texas","Brazoria",2,4,24,54,788,748,82,2,2004
"Texas","Brazos",0,3,6,29,134,314,33,6,2004
"Texas","Burleson",4,2,2,17,66,65,7,0,2004
"Texas","Caldwell",0,6,2,31,89,134,12,0,2004
"Texas","Calhoun",0,1,1,20,61,118,19,1,2004
"Texas","Callahan",3,0,0,10,27,16,5,0,2004
"Texas","Cameron",2,26,25,238,686,887,137,13,2004
"Texas","Carson",0,0,0,5,1,0,1,0,2004
"Texas","Chambers",2,0,8,45,232,276,51,6,2004
"Texas","Clay",0,3,2,10,79,124,14,0,2004
"Texas","Collin",2,23,2,29,248,356,113,2,2004
"Texas","Comal",0,23,2,101,295,487,37,7,2004
"Texas","Coryell",0,3,0,15,55,40,12,2,2004
"Texas","Crosby",0,3,2,10,24,21,4,0,2004
"Texas","Dallas",2,0,4,102,137,165,41,16,2004
"Texas","Delta",0,0,1,10,72,112,6,1,2004
"Texas","Denton",0,5,4,79,231,541,60,8,2004
"Texas","Ector",1,3,8,70,255,809,76,1,2004
"Texas","Ellis",1,3,6,80,368,553,111,11,2004
"Texas","El Paso",6,20,18,194,261,733,125,8,2004
"Texas","Fort Bend",9,46,131,456,990,1952,219,36,2004
"Texas","Galveston",2,28,23,138,269,458,104,9,2004
"Texas","Goliad",1,0,2,2,15,18,0,0,2004
"Texas","Grayson",1,12,4,34,268,393,57,2,2004
"Texas","Gregg",2,17,10,40,234,671,95,2,2004
"Texas","Guadalupe",0,8,2,87,293,488,58,3,2004
"Texas","Hardin",1,2,4,47,127,221,54,6,2004
"Texas","Harris",56,370,1899,4670,9941,25694,4689,442,2004
"Texas","Hays",0,8,6,55,206,552,94,0,2004
"Texas","Hidalgo",19,103,191,932,2353,3784,422,135,2004
"Texas","Hunt",1,0,11,37,389,618,158,5,2004
"Texas","Irion",0,0,0,5,11,8,2,0,2004
"Texas","Jefferson",0,0,6,25,137,310,47,1,2004
"Texas","Johnson",0,4,5,191,522,795,147,24,2004
"Texas","Jones",2,6,0,24,45,37,1,0,2004
"Texas","Kaufman",2,44,13,329,569,749,167,13,2004
"Texas","Kendall",1,2,0,20,54,102,12,2,2004
"Texas","Lampasas",0,0,0,4,28,35,2,0,2004
"Texas","Liberty",7,15,6,112,364,456,120,8,2004
"Texas","Lubbock",3,14,10,59,294,476,84,3,2004
"Texas","McLennan",1,18,6,63,323,425,89,8,2004
"Texas","Medina",2,8,6,32,158,167,22,0,2004
"Texas","Midland",1,0,5,21,141,275,27,1,2004
"Texas","Montgomery",6,60,120,733,1811,4317,530,43,2004
"Texas","Nueces",0,15,11,44,120,228,22,0,2004
"Texas","Orange",1,5,5,161,331,297,103,17,2004
"Texas","Parker",1,7,6,40,477,597,93,0,2004
"Texas","Potter",0,1,1,10,64,153,20,6,2004
"Texas","Randall",1,9,1,51,124,229,38,3,2004
"Texas","Robertson",0,3,0,15,45,43,7,2,2004
"Texas","Rockwall",0,3,2,48,94,118,22,4,2004
"Texas","Rusk",4,24,1,127,245,358,70,5,2004
"Texas","San Jacinto",3,1,6,31,173,223,52,12,2004
"Texas","San Patricio",1,0,4,21,165,234,22,0,2004
"Texas","Smith",3,42,29,237,700,1028,193,38,2004
"Texas","Tarrant",0,38,24,89,535,956,80,1,2004
"Texas","Taylor",0,0,1,16,101,80,13,0,2004
"Texas","Tom Green",0,7,1,17,78,204,7,3,2004
"Texas","Travis",4,51,39,254,1152,2587,266,25,2004
"Texas","Upshur",4,1,2,45,197,210,40,2,2004
"Texas","Victoria",1,10,5,34,191,452,40,8,2004
"Texas","Waller",2,3,0,13,137,137,39,0,2004
"Texas","Webb",4,3,9,46,121,129,32,6,2004
"Texas","Wichita",0,4,2,16,67,79,24,3,2004
"Texas","Williamson",1,38,16,132,423,1167,108,31,2004
"Texas","Wilson",0,4,1,37,123,105,11,1,2004
"Texas","Wise",0,8,0,146,244,431,20,0,2004
"Texas","Anderson",0,3,7,62,174,212,53,5,2004
"Texas","Angelina",1,19,9,250,388,326,92,0,2004
"Texas","Cherokee",1,13,4,71,228,247,56,1,2004
